from,to,cost
177,253,6270.0
178,9,9426.4
178,26,12940.7
178,31,10872.1
178,51,4828.0
178,55,9732.4
178,61,2932.0
178,76,4204.7
178,82,12682.1
178,84,7785.9
178,103,4688.0
178,109,7898.6
178,121,11001.4
178,122,6326.1
178,178,0.0
178,179,1296.6
178,219,8572.8
178,221,6805.3
178,223,5681.7
178,225,2107.5
178,248,11787.0
178,249,3463.7
179,9,8129.7
179,26,11644.0
179,31,9575.4
179,51,3531.3
179,55,8435.7
179,61,1635.4
179,76,2908.1
179,82,11385.4
179,84,6489.2
179,103,3391.3
179,109,6601.9
179,121,9704.7
179,122,5029.5
179,178,1296.6
179,179,0.0
179,219,7276.1
179,221,5508.6
179,223,4385.1
179,225,810.8
179,248,10490.4
179,249,2167.0
180,15,16647.7
180,22,7677.1
180,32,10898.3
180,75,2851.1
180,84,10473.7
180,85,13204.6
180,109,10586.4
180,114,13834.6
180,119,1197.5
180,133,10172.8
180,144,14868.9
180,180,0.0
180,195,6539.6
180,221,9493.1
180,248,9116.3
180,250,8764.2
180,287,9387.7
180,299,3365.2
180,300,4170.5
180,302,4605.6
180,303,5814.9
180,304,7127.5
180,305,3912.6
180,306,9192.7
180,307,7890.6
180,308,8675.6
180,309,2158.0
181,16,6671.4
181,46,10186.3
181,50,6911.0
181,58,7440.9
181,70,11189.6
181,77,10311.0
181,97,8565.7
181,99,5302.8
181,102,9677.6
181,142,2611.3
181,149,5206.2
181,160,10689.7
181,172,15375.0
181,181,0.0
181,191,10155.3
181,237,7430.2
181,257,2724.4
181,310,3994.0
181,312,10314.1
181,321,193.4
181,323,129.3
181,324,1707.7
182,4,10033.9
182,8,8854.9
182,19,10355.7
182,37,9139.8
182,43,9715.3
182,50,10122.4
182,57,11174.3
182,78,9154.4
182,90,12968.3
182,97,9873.0
182,99,10793.2
182,110,8707.6
182,111,10286.7
182,125,8572.9
182,130,9127.6
182,136,7698.5
182,137,12349.3
182,142,8101.7
182,148,4279.7
182,149,10696.6
182,150,6439.1
182,165,6921.6
182,166,7050.6
182,167,3672.0
182,168,9449.8
182,169,1285.2
182,174,11319.6
182,177,10173.8
182,182,0.0
182,190,7782.3
182,191,6932.1
182,196,193.2
182,211,9383.0
182,213,10351.3
182,214,13588.6
182,229,2503.2
182,230,8225.3
182,231,2135.5
182,232,1349.2
182,233,662.2
182,234,16.1
182,243,7130.3
182,244,7117.3
182,257,8214.8
182,262,11813.4
182,263,10926.1
182,265,5350.4
182,266,4982.7
182,267,5028.3
182,269,7256.2
182,270,7465.7
182,271,8513.3
182,272,9110.3
182,273,10094.3
182,310,9484.4
182,322,9883.4
182,324,7198.0
183,22,7522.1
183,156,777.2
183,157,616.2
183,183,0.0
183,224,1476.6
183,287,10124.7
183,309,10025.4
184,5,2964.0
184,12,3545.3
184,21,6340.2
184,47,6474.0
184,52,7738.5
184,66,3290.9
184,67,10871.3
184,69,9641.2
184,74,5512.4
184,83,5227.5
184,94,11322.7
184,95,3457.2
184,98,8268.7
184,104,5927.9
184,112,10214.2
184,125,10712.4
184,136,9838.1
184,155,6051.8
184,159,6017.2
184,184,0.0
184,185,13.4
184,243,9269.8
184,244,9256.8
184,255,6554.7
185,5,2950.6
185,12,3531.9
185,21,6326.8
185,47,6460.6
185,52,7725.0
185,66,3277.5
185,67,10857.8
185,69,9627.8
185,74,5499.0
185,83,5214.1
185,94,11309.3
185,95,3443.7
185,98,8255.2
185,104,5914.5
185,112,10200.8
185,125,10699.0
185,136,9824.6
185,155,6038.3
185,159,6003.8
185,184,13.4
185,185,0.0
185,243,9256.4
185,244,9243.4
185,255,6541.3
186,9,4700.9
186,17,8123.4
186,25,1852.4
186,26,8215.2
186,31,6146.6
186,40,338.5
186,45,8116.6
186,49,9587.8
186,55,5006.9
186,79,7471.9
186,80,7203.7
186,82,7956.6
186,84,7659.3
186,93,8457.0
186,107,2094.0
186,109,7771.9
186,120,9810.6
186,121,6275.9
186,131,8952.2
186,133,12393.0
186,146,7558.5
186,156,9680.9
186,157,8292.9
186,183,8909.1
186,186,0.0
186,187,3735.5
186,188,4653.5
186,189,6978.6
186,217,11204.0
186,218,999.2
186,219,3847.2
186,220,2768.8
186,221,6678.7
186,222,3526.1
186,224,7432.5
186,247,6113.6
186,248,6180.9
186,250,10984.3
186,251,9436.0
186,287,10309.9
187,9,7040.7
187,17,10231.1
187,22,8077.2
187,26,10555.0
187,31,8486.4
187,45,10224.4
187,49,11695.5
187,55,7346.7
187,75,8775.9
187,79,9579.6
187,80,5792.9
187,82,10296.4
187,84,5400.2
187,93,10564.8
187,109,5512.9
187,120,11918.4
187,121,8615.7
187,133,8703.1
187,135,11001.1
187,146,6147.7
187,156,5951.0
187,157,4562.9
187,183,5179.1
187,187,0.0
187,188,918.0
187,189,3248.7
187,195,12464.4
187,219,6187.1
187,220,966.7
187,221,4419.6
187,222,209.4
187,224,3702.6
187,247,2383.7
187,248,4042.8
187,250,7294.4
187,251,11543.8
187,287,6791.2
187,299,9290.0
187,300,10095.3
187,302,10530.4
187,303,11739.7
187,305,9837.5
187,309,8082.8
188,9,6122.7
188,17,9313.1
188,22,7159.2
188,26,9637.0
188,31,7568.4
188,45,9306.4
188,49,10777.5
188,55,6428.7
188,75,7857.9
188,79,8661.6
188,80,4874.9
188,82,9378.4
188,84,4482.2
188,93,9646.8
188,109,4594.9
188,120,11000.4
188,121,7697.7
188,133,7785.1
188,135,10083.1
188,146,5229.7
188,156,5033.0
188,157,3644.9
188,183,4261.1
188,187,918.0
188,188,0.0
188,189,2330.7
188,195,11546.4
188,219,5269.1
188,220,1884.7
188,221,3501.6
188,222,1127.4
188,224,2784.6
188,247,1465.7
188,248,3124.8
188,250,6376.4
188,251,10625.8
188,287,5873.2
188,299,8372.0
188,300,9177.3
188,302,9612.4
188,303,10821.7
188,305,8919.4
188,309,7164.8
189,22,9447.3
189,156,2702.4
189,157,1314.4
189,183,1930.6
189,189,0.0
189,224,454.0
190,8,1072.8
190,12,9276.9
190,37,9571.2
190,43,1933.2
190,78,9585.7
190,88,3245.7
190,95,9188.7
190,125,9004.2
190,136,8129.8
190,184,7255.0
190,185,7268.4
190,190,0.0
190,243,7561.6
190,244,7548.6
191,8,1923.1
191,43,2783.5
191,88,4096.0
191,95,10039.0
191,125,9854.5
191,136,8980.1
191,184,8105.3
191,185,8118.7
191,190,850.5
191,191,0.0
191,243,8411.9
191,244,8398.9
192,8,2005.5
192,43,2865.9
192,88,4178.4
192,95,10121.4
192,125,9936.9
192,136,9062.5
192,184,8187.7
192,185,8201.1
192,190,932.9
192,191,82.6
192,192,0.0
192,243,8494.3
192,244,8481.3
193,2,9799.9
193,4,10334.2
193,131,9873.9
193,151,10121.5
193,170,4614.6
193,171,4627.5
193,193,0.0
193,205,10106.7
193,254,8986.6
193,314,1511.5
193,315,3328.2
193,316,3924.0
193,317,3315.3
193,318,3911.3
194,27,5340.0
194,156,6856.6
194,194,0.0
194,288,3106.9
194,289,2383.1
194,291,5742.8
194,292,1930.6
194,293,725.5
194,294,418.7
194,297,2591.9
195,15,10116.6
195,32,4367.3
195,85,6673.6
195,114,7303.6
195,144,8337.9
195,195,0.0
195,300,2369.1
195,302,1934.0
195,303,724.7
195,304,596.5
195,305,2627.0
195,306,2661.7
195,307,1359.6
195,308,2144.6
196,4,10227.1
196,8,9048.1
196,19,10548.8
196,37,9333.0
196,43,9908.5
196,50,10315.5
196,57,11367.4
196,78,9347.5
196,90,13161.4
196,97,10066.2
196,99,10986.4
196,110,8900.8
196,111,10479.8
196,125,8766.0
196,130,9320.8
196,136,7891.7
196,137,12542.5
196,142,8294.8
196,148,4472.9
196,149,10889.7
196,150,6632.2
196,165,7114.7
196,166,7243.8
196,167,3865.2
196,168,9642.9
196,169,1478.3
196,174,11512.8
196,177,10366.9
196,182,193.2
196,190,7975.5
196,191,7125.2
196,196,0.0
196,211,9576.1
196,213,10544.4
196,214,13781.7
196,229,2696.3
196,230,8418.5
196,231,2328.6
196,232,1542.4
196,233,855.4
196,234,209.3
196,243,7323.4
196,244,7310.4
196,257,8407.9
196,262,12006.5
196,263,11119.3
196,265,5543.6
196,266,5175.9
196,267,5221.4
196,269,7449.4
196,270,7658.9
196,271,8706.4
196,272,9303.5
196,273,10287.4
196,310,9677.5
196,322,10076.6
196,324,7391.2
197,8,2891.6
197,43,3752.0
197,88,5064.5
197,136,9948.7
197,184,9073.8
197,185,9087.3
197,190,1819.0
197,191,968.7
197,192,886.4
197,197,0.0
197,198,13.2
197,243,9380.5
197,244,9367.5
198,8,2904.8
198,43,3765.2
198,88,5077.7
198,136,9961.8
198,184,9087.0
198,185,9100.4
198,190,1832.2
198,191,981.9
198,192,899.5
198,197,13.2
198,198,0.0
198,243,9393.6
198,244,9380.6
199,2,7160.7
199,4,8398.0
199,14,10316.7
199,19,8719.8
199,23,7104.9
199,30,9435.5
199,38,913.6
199,40,9765.8
199,41,9636.3
199,64,8789.8
199,72,8904.4
199,97,9892.9
199,131,7390.4
199,134,5958.5
199,138,7328.2
199,151,7482.3
199,158,9175.2
199,170,9053.6
199,171,9066.4
199,186,9427.3
199,199,0.0
199,200,2507.0
199,201,4645.2
199,203,4170.3
199,205,3372.0
199,208,1765.6
199,210,239.8
199,218,10426.6
199,226,8589.9
199,227,8638.1
199,254,6347.4
199,274,9890.8
199,275,10649.0
199,278,11582.9
199,279,12130.9
199,320,8006.1
200,2,4656.4
200,4,5893.8
200,8,10124.1
200,13,11746.4
200,19,6215.5
200,23,9471.0
200,40,10539.1
200,41,7132.1
200,64,11155.9
200,72,6400.1
200,97,7388.6
200,102,8500.6
200,131,7559.8
200,134,3454.3
200,138,9694.3
200,151,4978.1
200,158,6671.0
200,160,9733.5
200,164,10340.0
200,167,10640.1
200,170,6549.3
200,171,6562.2
200,186,10200.6
200,190,9051.5
200,191,8201.2
200,192,9621.9
200,197,8736.3
200,198,8723.1
200,200,0.0
200,201,2141.0
200,202,8282.9
200,203,1666.1
200,204,9086.6
200,205,867.8
200,206,9890.2
200,207,10696.3
200,208,741.4
200,209,12226.3
200,218,11199.8
200,226,6085.6
200,227,6133.8
200,254,3843.2
200,313,9645.8
200,320,10372.2
201,2,2519.0
201,4,3756.4
201,8,7986.6
201,13,9609.0
201,16,10879.1
201,19,4078.1
201,41,4994.6
201,43,8847.1
201,50,11118.7
201,58,11517.2
201,72,4262.7
201,88,10159.5
201,97,5251.2
201,99,9379.2
201,102,6363.1
201,131,8578.2
201,134,1313.3
201,142,10261.6
201,148,10105.0
201,149,9282.6
201,150,11327.0
201,151,2840.6
201,153,10734.6
201,154,11040.4
201,158,4533.5
201,160,7596.1
201,164,8202.5
201,167,9497.3
201,170,5125.4
201,171,5138.3
201,190,6914.0
201,191,6063.8
201,192,11172.3
201,197,10286.7
201,198,10273.5
201,201,0.0
201,202,6145.5
201,203,10289.6
201,204,6949.2
201,205,9491.3
201,206,7752.8
201,207,8558.9
201,209,10088.9
201,226,3948.2
201,227,3996.4
201,229,10684.3
201,243,11107.6
201,244,11094.6
201,254,1705.8
201,257,10374.7
201,265,11175.7
201,266,10808.0
201,267,10853.6
201,313,7508.4
201,319,10319.3
201,324,9358.0
202,13,3463.5
202,153,4598.2
202,154,4903.9
202,202,0.0
202,204,803.7
202,206,1607.3
202,207,2413.4
202,209,3943.4
202,319,4182.9
203,2,2991.3
203,4,4228.7
203,8,8458.9
203,13,10081.3
203,19,4550.4
203,41,5467.0
203,43,9319.4
203,72,4735.0
203,97,5723.5
203,99,9851.5
203,102,6835.5
203,131,9050.5
203,134,1789.2
203,142,10733.9
203,149,9754.9
203,151,3313.0
203,158,5005.8
203,160,8068.4
203,164,8674.9
203,167,9969.6
203,170,5597.7
203,171,5610.6
203,190,7386.3
203,191,6536.1
203,201,475.9
203,202,6617.8
203,203,0.0
203,204,7421.5
203,205,9963.6
203,206,8225.1
203,207,9031.2
203,209,10561.2
203,226,4420.5
203,227,4468.7
203,254,2178.1
203,257,10847.0
203,313,7980.7
203,324,9830.3
204,13,2659.8
204,153,3794.5
204,154,4100.2
204,202,803.7
204,204,0.0
204,206,803.6
204,207,1609.7
204,209,3139.7
204,319,3379.2
205,2,3790.5
205,4,5027.9
205,8,9258.2
205,13,10880.5
205,19,5349.6
205,23,8605.1
205,40,9673.2
205,41,6266.2
205,43,10118.6
205,64,10290.0
205,72,5534.3
205,97,6522.8
205,99,10650.7
205,102,7634.7
205,131,6694.0
205,134,2588.4
205,138,8828.4
205,142,11533.2
205,148,10381.9
205,149,10554.1
205,150,10552.9
205,151,4112.2
205,158,5805.1
205,160,8867.6
205,164,9474.1
205,167,9774.2
205,170,5683.4
205,171,5696.3
205,186,9334.7
205,190,8185.6
205,191,7335.3
205,192,8756.1
205,197,7870.4
205,198,7857.3
205,201,1275.1
205,202,7417.1
205,203,800.2
205,204,8220.8
205,205,0.0
205,206,9024.3
205,207,9830.5
205,209,11360.5
205,218,10333.9
205,226,5219.7
205,227,5267.9
205,254,2977.3
205,257,11646.3
205,274,10573.0
205,275,11331.2
205,278,12265.0
205,279,12813.1
205,313,8780.0
205,320,9506.3
205,324,10629.5
206,13,1856.2
206,153,2990.9
206,154,3296.7
206,202,1607.3
206,204,803.6
206,206,0.0
206,207,806.1
206,209,2336.2
206,319,2575.6
207,13,1050.1
207,153,2184.8
207,154,2490.5
207,202,2413.4
207,204,1609.7
207,206,806.1
207,207,0.0
207,209,1530.0
207,319,1769.5
208,2,5397.8
208,4,6635.2
208,8,10865.4
208,13,12487.8
208,19,6956.9
208,23,10212.4
208,40,11280.4
208,41,7873.4
208,64,11897.3
208,72,7141.5
208,97,8130.0
208,102,9242.0
208,131,8301.2
208,134,4195.7
208,138,10435.7
208,151,5719.4
208,158,7412.3
208,160,10474.9
208,164,11081.4
208,167,11381.4
208,170,7290.7
208,171,7303.6
208,186,10942.0
208,190,9792.8
208,191,8942.6
208,192,10363.3
208,197,9477.7
208,198,9464.5
208,200,741.4
208,201,2882.4
208,202,9024.3
208,203,2407.4
208,204,9828.0
208,205,1609.2
208,206,10631.6
208,207,11437.7
208,208,0.0
208,209,12967.7
208,218,11941.2
208,226,6827.0
208,227,6875.2
208,254,4584.6
208,313,10387.2
208,320,11113.6
209,13,479.9
209,153,654.8
209,154,960.5
209,202,3943.4
209,204,3139.7
209,206,2336.2
209,207,1530.0
209,209,0.0
209,319,239.5
210,2,6924.0
210,4,8161.4
210,13,14014.0
210,14,10080.1
210,19,8483.1
210,23,6868.3
210,25,11039.7
210,30,9198.8
210,38,673.9
210,40,9529.1
210,41,9399.6
210,64,8553.2
210,72,8667.7
210,97,9656.2
210,102,10768.1
210,107,11281.3
210,131,7153.8
210,134,5721.9
210,138,7091.6
210,151,7245.6
210,158,8938.5
210,170,8816.9
210,171,8829.8
210,186,9190.7
210,191,10468.8
210,197,10467.8
210,198,10454.6
210,200,2270.3
210,201,4408.6
210,202,10550.5
210,203,3933.6
210,204,11354.2
210,205,3135.4
210,206,12157.8
210,207,12963.9
210,208,1528.9
210,209,14493.9
210,210,0.0
210,218,10189.9
210,226,8353.2
210,227,8401.4
210,254,6110.7
210,274,9654.2
210,275,10412.4
210,278,11346.2
210,279,11894.2
210,320,7769.5
211,36,10987.2
211,40,14331.4
211,54,13210.3
211,57,1791.3
211,90,3585.3
211,105,9841.6
211,111,903.7
211,118,8518.0
211,124,9015.7
211,132,6207.6
211,137,2966.3
211,174,1936.6
211,177,790.8
211,186,13992.9
211,211,0.0
211,213,968.3
211,214,4205.6
211,216,7634.0
211,218,14992.2
211,246,13033.1
211,253,7060.8
212,57,5427.5
212,90,7221.5
212,110,7603.6
212,111,4539.9
212,130,8023.6
212,132,9834.1
212,137,6602.5
212,150,6507.9
212,165,5817.5
212,166,5946.5
212,168,8345.7
212,174,5572.8
212,176,806.7
212,177,4427.0
212,181,9633.7
212,211,3636.1
212,212,0.0
212,213,4604.4
212,214,7841.7
212,230,7121.3
212,253,10687.3
212,321,9827.1
212,322,8779.3
212,323,9504.4
213,36,10018.9
213,40,13363.1
213,54,12242.0
213,57,823.0
213,90,2617.0
213,105,8873.3
213,111,64.6
213,118,7549.7
213,124,8047.4
213,132,5239.3
213,137,1998.0
213,174,968.3
213,177,177.5
213,186,13024.7
213,211,968.3
213,213,0.0
213,214,3237.3
213,216,6665.7
213,218,14023.9
213,246,12064.8
213,253,6092.5
214,36,6781.6
214,40,10125.8
214,54,9004.7
214,57,2414.3
214,90,620.3
214,105,5636.0
214,111,3301.9
214,118,4312.4
214,124,4810.1
214,132,2002.0
214,137,1239.3
214,174,2269.0
214,177,3414.8
214,186,9787.3
214,211,4205.6
214,213,3237.3
214,214,0.0
214,216,3428.4
214,218,10786.6
214,246,8827.5
214,253,2855.2
215,24,1549.3
215,57,9613.1
215,90,11407.1
215,111,8725.5
215,137,10788.1
215,150,10693.5
215,165,10003.1
215,166,10132.2
215,174,9758.4
215,175,2258.0
215,176,3382.7
215,177,8612.6
215,211,7821.7
215,212,4189.3
215,213,8790.0
215,214,12027.3
215,215,0.0
216,9,11059.0
216,25,8210.5
216,36,3355.7
216,40,6699.9
216,54,5578.8
216,55,11365.0
216,105,2210.1
216,107,8452.1
216,118,884.0
216,124,1384.2
216,186,6361.4
216,187,10093.6
216,188,11011.6
216,216,0.0
216,218,7360.7
216,219,10205.3
216,220,9126.9
216,222,9884.2
216,246,5401.6
217,2,1240.7
217,4,2478.0
217,8,6708.3
217,13,8330.7
217,16,9600.8
217,18,1811.5
217,19,2799.8
217,24,4973.0
217,41,3716.3
217,43,7568.7
217,50,9840.3
217,56,613.3
217,58,10238.9
217,68,766.4
217,72,2984.4
217,88,8881.2
217,97,3972.9
217,99,8100.9
217,102,5084.8
217,126,908.1
217,131,7299.9
217,134,10799.5
217,136,10397.5
217,142,8983.3
217,148,8826.7
217,149,8004.2
217,150,10048.6
217,151,1562.3
217,153,9456.3
217,154,9762.0
217,158,3255.2
217,160,6317.8
217,164,6924.2
217,167,8219.0
217,170,3847.1
217,171,3859.9
217,175,5681.7
217,176,6806.4
217,190,5635.7
217,191,4785.4
217,192,9894.0
217,197,9008.3
217,198,8995.2
217,201,9486.2
217,202,4867.2
217,203,9011.2
217,204,5670.9
217,205,8213.0
217,206,6474.4
217,207,7280.6
217,209,8810.6
217,212,7613.0
217,215,3426.0
217,217,0.0
217,226,2669.9
217,227,2718.1
217,229,9406.0
217,237,10359.6
217,243,9829.3
217,244,9816.2
217,254,4189.0
217,257,9096.4
217,265,9897.4
217,266,9529.7
217,267,9575.2
217,310,10366.0
217,313,6230.1
217,319,9041.0
217,324,8079.7
218,9,3701.6
218,17,7124.1
218,25,853.1
218,26,7215.9
218,31,5147.3
218,40,660.8
218,45,7117.3
218,49,8588.5
218,55,4007.6
218,79,6472.6
218,80,6204.5
218,82,6957.3
218,84,6660.0
218,93,7457.8
218,107,1094.7
218,109,6772.7
218,120,8811.4
218,121,5276.6
218,131,7953.0
218,133,11393.7
218,146,6559.3
218,156,8681.7
218,157,7293.6
218,183,7909.8
218,186,999.2
218,187,2736.3
218,188,3654.3
218,189,5979.4
218,217,10204.7
218,218,0.0
218,219,2848.0
218,220,1769.6
218,221,5679.4
218,222,2526.9
218,224,6433.3
218,247,5114.3
218,248,5181.7
218,250,9985.1
218,251,8436.8
218,287,9310.7
219,2,8599.6
219,4,9837.0
219,9,853.6
219,17,9759.8
219,18,9170.4
219,19,10158.7
219,25,7954.8
219,26,4371.5
219,31,2302.9
219,40,6444.3
219,41,11075.2
219,45,9753.0
219,49,11224.2
219,55,1159.6
219,56,7972.3
219,68,8125.3
219,72,10343.3
219,79,9108.3
219,82,4112.9
219,84,10049.0
219,93,10093.4
219,97,10573.3
219,107,8196.5
219,109,10161.7
219,120,11447.0
219,121,2432.2
219,126,8267.1
219,131,5334.6
219,134,12514.7
219,151,8921.2
219,158,10614.1
219,160,11297.5
219,170,11206.0
219,171,11218.9
219,186,6105.8
219,187,9838.0
219,188,10756.0
219,201,11201.4
219,203,10726.5
219,205,9928.2
219,215,10784.9
219,217,7360.3
219,218,7105.0
219,219,0.0
219,220,8871.3
219,221,9068.4
219,222,9628.6
219,226,10028.8
219,227,10077.0
219,247,12216.1
219,248,8691.6
219,251,11072.4
219,254,10859.1
220,9,8007.4
220,17,11197.8
220,22,9043.9
220,26,11521.7
220,31,9453.1
220,45,11191.0
220,49,12662.2
220,55,8313.4
220,75,9742.6
220,79,10546.3
220,80,6759.6
220,82,11263.1
220,84,6366.9
220,93,11531.5
220,109,6479.6
220,120,12885.1
220,121,9582.4
220,133,9669.8
220,135,11967.7
220,146,7114.3
220,156,6917.7
220,157,5529.6
220,183,6145.8
220,187,966.7
220,188,1884.7
220,189,4215.4
220,195,13431.1
220,219,7153.8
220,220,0.0
220,221,5386.3
220,222,757.3
220,224,4669.2
220,247,3350.3
220,248,5009.5
220,250,8261.1
220,251,12510.5
220,287,7757.9
220,299,10256.7
220,300,11062.0
220,302,11497.0
220,303,12706.4
220,305,10804.1
220,309,9049.5
221,9,2622.0
221,17,7449.8
221,18,10935.2
221,25,9572.8
221,26,6136.3
221,31,4067.7
221,40,8062.3
221,45,7443.1
221,49,8914.2
221,55,2928.0
221,56,9737.1
221,68,9890.1
221,79,6798.3
221,80,6530.2
221,82,5877.7
221,84,981.5
221,93,7783.5
221,107,9814.5
221,109,1094.2
221,120,9137.1
221,121,4197.0
221,126,10031.9
221,131,7099.4
221,133,11073.8
221,146,6885.0
221,186,7723.8
221,217,9125.1
221,218,8723.1
221,219,1768.4
221,221,0.0
221,248,4982.7
221,250,9665.1
221,251,8762.5
221,287,8990.8
222,9,7250.1
222,17,10440.5
222,22,8286.6
222,26,10764.4
222,31,8695.8
222,45,10433.7
222,49,11904.9
222,55,7556.1
222,75,8985.3
222,79,9789.0
222,80,6002.2
222,82,10505.8
222,84,5609.6
222,93,10774.2
222,109,5722.3
222,120,12127.8
222,121,8825.1
222,133,8912.5
222,135,11210.4
222,146,6357.0
222,156,6160.4
222,157,4772.3
222,183,5388.5
222,187,209.4
222,188,1127.4
222,189,3458.1
222,195,12673.8
222,219,6396.5
222,220,757.3
222,221,4629.0
222,222,0.0
222,224,3911.9
222,247,2593.0
222,248,4252.2
222,250,7503.8
222,251,11753.2
222,287,7000.6
222,299,9499.4
222,300,10304.7
222,302,10739.7
222,303,11949.1
222,305,10046.8
222,309,8292.2
223,9,3748.7
223,17,8576.5
223,18,12061.9
223,25,10699.6
223,26,7263.0
223,31,5194.4
223,40,9189.0
223,45,8569.8
223,49,10040.9
223,51,853.7
223,55,4054.7
223,56,10863.8
223,68,11016.8
223,79,7925.0
223,80,7656.9
223,82,7004.4
223,84,2108.2
223,93,8910.2
223,107,10941.2
223,109,2220.9
223,120,10263.8
223,121,5323.7
223,122,644.4
223,126,11158.6
223,131,8226.1
223,133,12200.5
223,146,8011.7
223,186,8850.5
223,217,10251.8
223,218,9849.8
223,219,2895.1
223,221,1127.6
223,223,0.0
223,248,6109.4
223,250,10791.8
223,251,9889.2
223,287,10117.5
224,22,8998.6
224,156,2253.7
224,157,860.4
224,183,1476.6
224,224,0.0
224,287,11601.2
224,309,11502.0
225,9,7318.9
225,26,10833.2
225,31,8764.6
225,51,2720.5
225,55,7624.9
225,61,824.6
225,76,2097.3
225,82,10574.6
225,84,5678.4
225,103,2580.5
225,109,5791.1
225,121,8893.9
225,122,4218.7
225,178,2107.5
225,179,810.8
225,219,6465.3
225,221,4697.8
225,223,3574.3
225,225,0.0
225,248,9679.6
225,249,1356.2
226,2,6996.1
226,4,4471.9
226,8,7111.3
226,13,10324.5
226,16,6931.8
226,19,4793.6
226,41,1047.4
226,43,7971.7
226,46,10446.7
226,50,7171.4
226,58,7570.0
226,70,11318.7
226,72,315.4
226,77,9156.7
226,88,9284.2
226,97,1303.9
226,99,5431.9
226,102,2415.9
226,131,6155.1
226,136,10093.6
226,142,7549.0
226,148,9499.9
226,149,5335.3
226,151,7317.7
226,158,5249.1
226,160,3648.8
226,164,4255.3
226,167,8892.3
226,170,7505.5
226,171,7518.4
226,172,15504.1
226,190,6038.7
226,191,5188.4
226,202,6861.1
226,204,7664.8
226,206,8468.3
226,207,9274.4
226,209,10804.5
226,226,0.0
226,227,48.2
226,229,7971.6
226,237,7690.6
226,243,9525.4
226,244,9512.4
226,254,6182.9
226,257,7662.0
226,310,8931.7
226,313,3561.1
226,324,6645.3
227,2,6947.9
227,4,4423.7
227,8,7063.1
227,13,10276.3
227,16,6883.6
227,19,4745.4
227,41,999.1
227,43,7923.5
227,46,10398.5
227,50,7123.2
227,58,7521.8
227,70,11270.5
227,72,267.2
227,77,9108.5
227,88,9236.0
227,97,1255.7
227,99,5383.7
227,102,2367.7
227,131,6106.9
227,136,10045.4
227,142,7500.7
227,148,9451.7
227,149,5287.1
227,151,7269.5
227,158,5200.9
227,160,3600.6
227,164,4207.1
227,167,8844.0
227,170,7457.3
227,171,7470.2
227,172,15455.9
227,190,5990.5
227,191,5140.2
227,202,6812.8
227,204,7616.5
227,206,8420.1
227,207,9226.2
227,209,10756.2
227,226,48.2
227,227,0.0
227,229,7923.4
227,237,7642.4
227,243,9477.2
227,244,9464.2
227,254,6134.6
227,257,7613.8
227,310,8883.5
227,313,3512.9
227,324,6597.1
228,10,8273.1
228,20,8867.2
228,34,2919.6
228,46,6979.2
228,50,3793.1
228,62,160.2
228,115,8490.4
228,128,6461.7
228,141,6993.4
228,145,7801.9
228,182,9601.5
228,196,9408.4
228,228,0.0
228,233,10262.5
228,234,9617.7
228,235,7882.7
228,236,7138.8
228,237,3208.7
228,312,6092.6
229,57,8671.6
229,90,10465.6
229,110,6204.9
229,111,7784.0
229,130,6624.9
229,137,9846.6
229,142,10844.6
229,148,1777.0
229,150,3936.4
229,165,4418.8
229,166,4547.9
229,167,1169.3
229,168,6947.1
229,174,8816.9
229,177,7671.1
229,181,8235.0
229,190,9795.9
229,191,8945.7
229,211,6880.2
229,213,7848.5
229,214,11085.8
229,229,0.0
229,230,5722.6
229,257,10957.7
229,261,10159.0
229,262,9310.6
229,263,8423.4
229,265,2847.7
229,266,2480.0
229,267,2525.5
229,269,4753.5
229,270,4963.0
229,271,6010.5
229,272,6607.6
229,273,7591.5
229,321,8428.4
229,322,7380.7
229,323,8105.7
229,324,9940.9
230,16,9182.6
230,50,9422.1
230,58,9952.0
230,99,7813.9
230,110,482.7
230,130,902.7
230,142,5122.4
230,149,7717.3
230,168,1224.9
230,181,2512.8
230,230,0.0
230,237,9941.4
230,257,5235.5
230,310,6505.1
230,321,2706.2
230,322,1658.5
230,323,2383.6
230,324,4218.8
231,57,9039.5
231,90,10833.5
231,110,6572.8
231,111,8151.9
231,130,6992.9
231,137,10214.5
231,142,11212.5
231,148,2144.9
231,150,4304.3
231,165,4786.8
231,166,4915.8
231,167,1537.2
231,168,7315.0
231,174,9184.8
231,177,8039.0
231,181,8603.0
231,190,10163.9
231,191,9313.6
231,211,7248.2
231,213,8216.5
231,214,11453.8
231,229,368.4
231,230,6090.6
231,231,0.0
231,257,11325.6
231,261,10527.0
231,262,9678.6
231,263,8791.4
231,265,3215.7
231,266,2847.9
231,267,2893.5
231,269,5121.4
231,270,5330.9
231,271,6378.5
231,272,6975.5
231,273,7959.5
231,321,8796.4
231,322,7748.6
231,323,8473.7
231,324,10308.9
232,4,8685.4
232,8,7506.4
232,19,9007.1
232,37,7791.3
232,43,8366.8
232,50,8773.8
232,57,9825.8
232,78,7805.8
232,88,9679.3
232,90,11619.7
232,97,8524.5
232,99,9444.7
232,102,9636.4
232,110,7359.1
232,111,8938.1
232,125,7224.3
232,130,7779.1
232,136,6350.0
232,137,11000.8
232,142,6753.1
232,148,2931.2
232,149,9348.0
232,150,5090.5
232,158,9462.5
232,165,5573.0
232,166,5702.1
